# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
7.013E-07,143.2121476374,169.4143838192,100.1391172794,169.7425509654,164.7234490567,138.8346071648,134.0365198577,105.1665107926,127.2307256899,92.2321032079,112.3420819919,131.8015612742,130.9725016767,174.7803434717,76.2438394995,120.6096448284,90.3933832099,201.9860743326,118.6316538119,100.0537483455,153.1868934827,139.5638040056,68.8810273544,151.0854474819,105.3265067053,138.1908714738,147.0330711049,147.8448089266,189.0951968504,158.5704825185
7.014E-07,132.9310003691,174.1762500822,91.0592010408,154.3230540857,174.7974196166,119.9604576958,137.4472184365,111.9349568599,135.4487643029,92.6677910893,124.4013964945,127.1284987993,140.3721260467,181.7079883029,78.0556679413,112.6755800005,82.3021180624,179.3220992844,115.3290100392,97.3399905565,153.9728249477,137.0819368465,74.8782675913,166.2629141191,109.8155025667,140.1931248122,149.4199063785,146.8182845906,193.5763872588,158.9765064262
7.015E-07,129.8632468264,170.3970602577,105.8598311171,153.1159346767,157.3780358662,122.2483043126,149.5425013605,116.0361790626,117.6448876414,81.8901216888,121.5835536977,136.5168749526,133.0256088489,171.2541800932,64.3193321115,105.113012326,97.0355008719,194.0046797307,126.6868687949,89.3687985954,161.3730761834,133.7245200204,69.9540266664,161.439123704,106.7344042242,141.2573994233,145.1134523818,144.1415834054,190.7611400782,167.6188573722
7.016E-07,134.9271425408,174.2131857566,101.9301213274,156.6866927335,169.1030964129,133.5053901075,142.0440051514,107.1681322797,125.8878257223,81.4731075258,108.0236060811,147.1744554151,132.8991148534,174.9090502769,69.4221876268,108.7968939224,82.9410828942,189.8710987125,115.7729363633,95.6553277665,150.7114384285,145.6445964616,69.2726293604,158.1512337493,110.103086382,146.0256042002,144.283468771,137.1539077506,182.9879513592,160.5233356372
7.017E-07,139.459003069,166.5891930663,108.8883297058,165.4190719646,174.5734339151,132.5201391598,135.5985182908,116.0775100954,112.8540188396,80.8352353663,120.4563268138,143.2608818313,134.5126537223,163.7684200264,71.1591979253,105.8805989661,89.3658206995,180.4026262365,121.6238181695,104.1881532875,157.624558909,122.8191046925,78.2226534442,164.0969231826,109.9444121949,144.3713718899,134.9772528214,138.2169735422,191.641392406,155.8152492815
7.018E-07,142.6858760917,178.0201342633,96.5184112757,160.3656760385,166.7575832522,123.0522666205,139.0598537887,110.5287142735,118.8793433873,75.2839710612,110.4741089462,135.1740189011,138.7710208403,169.2098843669,69.4466299225,103.5875118576,87.6327950326,187.77312113,130.1131918316,92.4822766546,163.5294087926,133.2995441968,67.3376503118,155.3061480667,104.3088631055,127.3262508528,152.643936818,144.0201679729,193.8937404111,147.4966668675
7.019E-07,135.3776489048,174.4792416369,89.81249158,162.319991957,158.5839435672,124.435678892,147.1994963591,112.2457994179,121.272690809,94.5725534466,118.6614969185,140.4795903522,130.1405979083,167.9608833305,75.8358731131,116.6039190727,100.6649357317,191.6587432157,119.1409586639,94.9503478289,144.6518533164,141.3761546876,86.9004427959,166.7542409655,107.762950993,135.2257573192,147.6874936282,141.1712116275,191.1558680593,161.1706696345
0.000000702,134.390885068,170.0658781083,91.2070260521,163.6640593546,167.2699599219,124.1858713851,135.9132049262,104.7409673338,115.8749533714,92.1180470323,111.1504459695,140.253713995,136.8578182536,174.7323676306,82.9374025616,110.1427246016,88.7270191712,197.5187974862,120.1473526554,101.0947340555,165.2957495706,124.0599540994,67.3402326962,163.5157317156,100.6309751153,136.5008423553,150.7147986674,132.9811647921,187.5316777634,150.6197214347
7.021E-07,134.3990597889,173.8977885413,101.8527842462,157.1727535385,164.5977421104,124.5799957527,136.1648030867,112.0825516607,112.8924625458,88.4444010588,116.1005190782,138.5639553988,138.3449594669,170.0022023352,68.3859948572,108.9684256747,101.2218655912,200.3400476618,111.2577417953,101.7971389828,163.4227618364,124.5463244839,67.0870950011,148.1347249802,104.0151592136,138.4730278899,146.1405799471,143.7416306507,189.8787342534,162.2645889223
7.022E-07,124.7030237022,180.9184904569,110.1088323416,144.8145548666,160.1158313748,126.241300148,143.1355611313,117.5719810931,124.9037670234,86.3615685147,121.4979100317,130.6584130011,141.5400708766,181.1832506417,80.3780594664,112.2995948632,98.3825611673,199.148907796,122.9339452688,99.1651527426,159.3916418194,134.5229792612,81.4688390009,151.7254978953,104.7153257207,140.7960532329,131.5220806221,143.6836622825,188.3359483968,166.3651133069
7.023E-07,146.5973713206,166.0440385801,93.3349861982,152.5443330707,169.7647114117,123.5568266063,142.2084968826,101.7749685806,118.4940887919,82.8344991205,117.4289941053,133.8048762024,127.0564839381,176.5162202538,61.4850993941,107.2985193392,90.8718601785,197.7984773732,124.855936658,94.0661994149,168.1282453418,135.0678427542,74.2470779204,156.1443755105,100.8506284565,132.9474134602,152.9728953271,139.8756634406,192.6064936614,152.9717359773
7.024E-07,134.0230881762,168.8133627608,103.1002593155,159.0528468298,163.4341189857,132.3237916298,140.4001044603,108.8508665761,134.2472984258,84.1864380996,118.9471338343,136.9096829793,131.6758195524,169.9715524218,76.9993483108,109.3226327762,93.1268648189,182.8275136284,112.6318229404,103.7599456905,154.4357930301,136.2075925519,84.3797065333,168.8298339118,99.8489224291,147.2882918254,146.2678643196,145.8568130974,192.1974885735,158.0376836264
7.025E-07,141.6801536621,175.3915631884,92.7257744875,161.5119296517,157.4510282672,123.1463633132,145.7798492949,110.4144065571,118.6752233007,94.5822546502,113.3013765575,127.7097141669,139.3979481624,180.5266232503,74.1307309909,101.2873625219,95.4984038648,203.0441286113,122.5945135169,98.4567236997,157.177667957,125.2883788418,68.0447355271,165.7921438464,118.8626864342,155.2529263082,146.428521181,124.5406460562,191.816543856,156.0321711747
7.026E-07,140.076594241,164.5431685837,96.1942488764,158.0012013031,165.3557201309,125.0619741016,147.4397132644,112.2819390817,127.7385059251,85.7790616407,121.2906101458,142.1073053999,135.5804143821,175.2619978941,77.6506962814,99.9670422912,86.1215857103,198.3442390644,126.7990771613,102.6143797388,157.2513807656,121.5747687243,71.4730828644,166.3021753275,105.8960502725,132.2326406942,157.6048495913,139.5496490989,201.2291967007,157.270315725
7.027E-07,130.0769062421,173.4640685106,95.2379374407,147.7530334657,154.5772688465,135.3067194571,142.1482391601,106.3026384888,109.9037502684,90.8069839206,124.6912144198,123.0699414177,142.4259116766,173.1879175852,61.6516327894,104.0567450325,85.6317971509,196.3997330992,117.2717844829,97.2929460497,150.9741014989,134.1130459859,70.2253139411,167.8155239019,112.3366229457,146.7858714559,148.2052332439,138.1223495957,181.774527449,155.6260744457
7.028E-07,138.2097953448,179.5324063492,106.1472855466,144.5779463596,164.019779079,134.6879090072,149.0116090306,108.6642704802,120.5444054258,79.4153636605,121.6407302419,141.6940350308,141.8968695475,168.5594383889,70.4622744023,115.4247537797,87.2236737828,190.3934102633,118.1336990268,104.9816213827,156.4914727668,128.4957412161,69.3538070212,157.1401518248,106.6233376907,145.7613018534,134.004437216,133.2674065236,198.806205844,154.9992445616
7.029E-07,143.8787657951,176.236419841,104.9351146741,163.9660153167,153.6057162965,125.8533388881,144.3286427055,109.2245941196,117.7460829796,93.1976778397,119.9640578339,134.227760803,137.7913164483,163.1252767609,66.3175246083,112.1811889971,87.485746749,212.6224521522,114.8895537579,91.5483976001,166.6351875074,131.8805201773,72.035027427,157.0292586788,113.5943672451,142.1296877016,146.8679930122,140.8831906356,190.696169197,154.2232570859
0.000000703,144.5910490616,177.1765382767,92.2732753214,149.958992285,157.3805285506,127.9785103431,155.7420887407,114.7345307644,130.0456690447,81.5259688614,120.4725168855,143.917995128,140.3433767964,177.0281082299,76.3489052727,109.0318321854,94.5599639759,194.8290206297,116.4010984006,107.1653105215,159.0438170478,131.2673142872,81.1311294567,162.0420525154,110.95958416,145.0916709933,144.9297604682,142.2209871008,190.0387494489,158.4583722162
7.031E-07,126.3117556126,173.3848035781,95.5298245355,151.1962617926,158.4414950787,124.331047239,141.1332994719,106.2918549206,122.1297718805,83.8242446968,117.4584440235,133.3606977979,133.768053104,157.2840459018,63.9244366642,98.5734864572,84.9657355869,192.9417825531,122.7119535844,100.0940636359,159.5712063367,128.9008015669,71.4442949948,156.4388503935,115.3417869522,126.3986593821,150.5852148267,142.3405366001,187.7033698119,169.0375865755
7.032E-07,147.2305566334,165.1486323784,96.2426935156,157.6670690459,164.5885497062,133.0281530876,156.6016245628,115.2691639382,123.3712147771,73.185710948,130.4263407201,136.0590056264,144.081437367,172.9609649447,75.7845040789,108.1713839311,97.3704498714,186.0573191136,118.592506414,96.2318946409,156.8122060683,131.7675934194,73.2208672122,157.6663474788,108.6872186334,135.6765597497,142.7632897089,141.2415956825,193.0967825052,165.6095175831
7.033E-07,137.8817412869,171.6915095607,97.3805525631,153.6891760166,155.302253765,122.0564770329,146.4319324305,104.3686509422,124.6906204449,85.0211614781,116.507503516,135.8704184048,135.7991935583,177.6209736588,73.5681966063,100.1252216072,87.0293502438,183.2801958956,129.2439713472,93.9261906195,157.7901065578,130.2557834707,70.0613062407,168.0368396867,101.2994476532,136.1693328579,136.966645654,130.884119066,181.5504218357,161.9700941813
7.034E-07,133.3003501133,177.9310569808,98.8250615599,151.4793970466,167.8863009748,126.3347584,138.3655526205,101.5760658724,119.7882509688,75.8227015085,103.6901581191,133.0536270651,132.4481723457,174.056072306,81.8061232749,113.606923569,84.7163912915,193.928813047,116.9158149254,92.6601114075,159.5610019517,134.242542993,75.1888042018,151.0336452637,110.7054265385,146.908637201,136.2919794434,130.4623436018,192.8465409757,158.2171794079
7.035E-07,135.6655836789,169.6392103745,110.0991598709,156.721521483,163.2503244701,133.4668235083,142.9397378847,102.9959388408,133.4827387898,75.4766659177,114.7186481114,131.0632828626,140.5364987701,167.9964451198,74.6830897949,113.3514198132,78.7596508148,201.119221304,120.3097653508,101.5294040465,161.8496371234,127.7605992544,82.8274353387,164.0597255305,100.3737197655,143.1270660136,143.1609537023,122.9291030752,185.8947473002,148.4029363342
7.036E-07,138.0921062499,166.769265213,96.1534481458,151.6240984888,161.4026507572,132.3740904818,140.9722813201,112.2231194978,110.5582473186,76.4741898213,116.49359893,133.0889281093,140.0018050676,162.4948248197,76.9453466649,121.4270689247,98.102322186,198.0792031924,124.6506361013,105.1795599524,168.0757864687,131.2066847774,66.6703735996,164.2253177241,107.8881133297,134.4154683113,140.5663298958,127.4092494738,187.3449982373,167.7966007233
7.037E-07,138.6594366786,176.0917783268,100.3038350498,149.1907530141,157.3406736548,125.0691499297,140.7518678498,108.085793245,114.4242047606,81.71831298,120.630634491,130.0816044966,144.6956786107,176.3474466516,70.8671409779,118.1277308804,88.6461158974,193.5737858553,120.9451724897,93.9032502504,159.0990773312,128.9722750098,68.9883115448,159.5292316735,104.0441722896,143.5836608141,142.3446635331,138.7306622634,195.2504930266,168.3684898447
7.038E-07,133.8973947791,168.2993866713,98.069277436,148.6912400704,166.8376314028,121.6628801298,142.4765139777,115.5383657337,107.5987091375,85.7807725646,106.2068769156,132.5423512533,129.6066929625,168.497229008,81.0507854421,117.0632701538,91.0984245668,195.7317127955,118.169807549,98.6245608395,160.2198637825,136.0457970739,73.1900650564,152.2445012873,111.906477549,143.1885803669,139.3907958114,143.6547268962,190.1145306121,164.4175704274
7.039E-07,137.9747734898,176.0527914017,99.1581018929,147.4241864973,162.4928436329,126.1815757022,137.7281248253,121.0730107285,124.0322992847,82.9945710994,116.8230775591,125.2629733411,144.3275934897,178.2071805801,79.9758726719,106.3007956641,84.0124351227,194.4344547867,113.7367904283,107.5053859614,160.0603428334,126.5820849413,66.4809125772,160.1827687164,104.4626991753,152.141276993,155.8334671291,129.9578957916,197.681864596,166.4158406929
0.000000704,134.1957081837,184.3627860636,93.49917403,143.5706107767,163.9702238985,118.1999865482,145.5694080456,105.2278986407,128.1067609471,82.8894061741,113.5921238664,125.627004886,136.7737203764,162.0208660497,69.4022658143,109.6707445524,98.4003370295,190.3545328329,126.6255805177,96.7505238251,162.9173709643,128.26729888,65.8625386841,153.7469123173,114.0706348725,141.8487567264,135.7549012559,125.6885207998,204.6679996234,157.6634894436
7.041E-07,134.6209310678,176.2608020296,94.2180580304,159.7528060032,156.1875956502,133.7840608661,151.9105672237,103.3936400996,123.3194200632,94.6974472849,123.2835300355,130.3463753931,136.4767355974,177.0527628907,70.3164848814,117.6973632041,93.5339599921,193.0019979547,125.0922111421,95.7717951218,166.9915974653,132.0976854692,77.701852578,164.5150692314,110.9796389501,135.7953554382,130.5298038042,136.9703549959,187.4151863318,174.8973848375
7.042E-07,127.5918040898,176.0110468059,94.3595532253,151.6282299537,166.9973525504,128.2692720161,143.3375415443,113.1580425244,113.9919245005,73.9218611581,117.2768877049,134.6851228728,139.9582627119,168.5322100543,65.6242178229,117.1000902974,103.2084920098,199.8035358268,111.6663698266,89.8761051929,177.358061126,128.7646073933,69.1916926045,160.9461034705,110.58323509,147.9928950266,142.8793641166,135.8681387057,190.0609644357,163.1247842734
7.043E-07,141.5920811514,181.3464457513,86.9162690746,154.4586509894,145.7501648361,130.0532631322,147.2518815851,119.7808663765,118.9090769959,86.9411781031,111.9642895174,116.1559508452,141.2552095005,171.9912515247,73.1439654616,117.0051775676,91.2691674804,192.6243969475,119.0009509603,106.0976020537,154.8527690095,129.3088736863,77.190936132,164.3204368971,103.1190783907,134.5385212751,154.4551870226,125.0730597046,194.2512089499,151.598684055
7.044E-07,136.6089987224,176.0932126385,92.4374514368,143.8959886243,172.6664921191,132.8123225508,141.3491102537,101.927679089,119.7599037554,82.7377284519,111.9304959207,130.8913545767,147.0584811657,163.3542476402,74.1526657732,113.7071287977,91.0557540049,189.098900017,113.8732805081,105.8267346941,161.8524011415,125.7670350059,81.6394654028,159.1982347497,115.7853033715,142.9440535953,145.2543080253,129.1846172529,190.7674172308,161.6699366289
7.045E-07,145.906337752,178.405710577,98.7791304441,146.6422117371,166.9403165038,111.2772111606,143.3100697869,106.388526291,125.7169942259,79.9653021564,123.0642505598,135.0921243379,143.3261296199,164.1799939163,77.0936575676,113.0489039671,89.0224154491,201.4195540916,111.8108857195,96.512281105,161.1359788878,137.3798597916,65.3053667067,161.3968388515,103.4363411002,137.515150159,143.2538410866,131.5262658187,198.3500615143,162.9761243613
7.046E-07,138.5700206936,174.9634576145,92.2324342579,150.124553008,163.5363848935,133.9794788793,146.1785188972,104.9961347225,121.8213650161,83.0563228737,116.5721056189,130.8783691828,138.4873837493,167.9277603583,76.967191421,113.6617793298,87.4821809456,204.9571689332,125.2052355201,98.6375852936,159.1172735026,141.5196208682,60.1660095704,163.3129792232,119.8081825637,146.918749027,131.9913180398,135.6321758657,195.2420040687,163.5720325482
7.047E-07,150.8056660946,174.9554978819,92.1067711731,153.6103263675,160.6983298442,131.0400740392,148.2553066238,106.8331509502,126.3623145432,81.3165572617,117.0450007733,124.9708365651,139.8443449583,168.1075848237,75.5968694087,113.5569753464,94.0334776932,197.5421381068,125.497148113,97.3582414299,158.1086330926,125.1982115634,64.6822170587,166.2489462233,107.0079074898,142.3138639085,132.3383374512,140.2056087384,195.7318530418,163.1197786851
7.048E-07,133.6975944638,172.6019930004,94.5686848705,153.6717872521,172.3317027053,127.2340369954,151.6647907482,105.0374662825,116.1525786352,75.6745000568,113.9373311457,132.4370203512,140.0902707007,175.3422016287,70.1480751138,112.4992640055,81.7001642916,194.9373439333,119.5932503951,94.7913266776,169.1793863096,131.841039538,57.3399198705,160.5435572317,110.8376341948,144.0193370545,133.689987902,123.3600669188,185.4568865255,157.7924298639
7.049E-07,145.2680594342,188.0308894786,92.9455097169,151.5441542541,156.0522128607,122.1809158773,140.8584077778,104.5003814502,124.9019375382,82.6819342553,119.205344552,130.8424166715,141.1599083906,167.8445641,68.3391119273,108.0876051435,77.6260966645,199.3453710975,113.5797605056,108.3191291351,163.7924734579,132.3992479681,70.5227272286,156.9098841255,110.4677712958,129.938785092,135.0643037564,128.9725224425,185.4283727874,156.7371436235
0.000000705,146.0039323849,172.0580499235,98.6953842593,159.3406706194,162.2874986411,128.8032858206,139.7707930804,107.9427477842,113.390123652,74.3722054046,118.5301374291,128.132669572,145.418851996,169.0898757295,66.4583971991,101.6970587362,90.2306071457,189.576187535,118.8909236716,103.439766192,164.3128639488,130.4055958301,75.9671347043,166.4642464719,114.4254450715,147.7773175684,135.2102328286,133.5033827155,196.9734636336,161.7315687929
7.051E-07,142.0414127754,174.4702045291,94.8547735857,158.3295003531,168.2729493536,127.2608746155,146.5214823318,113.849325879,125.3672365224,94.0058179266,123.6603210099,136.5698859018,145.0571794281,148.5818620157,76.7061139753,121.4259324667,102.5163918031,192.8819101609,118.4956538644,107.2847269545,162.9627791414,127.4395290677,64.0936903016,146.5190439634,100.6923637998,147.2998827603,138.2636855871,118.8590281899,189.6001846553,161.7745110279
7.052E-07,142.9701469478,175.5819195375,97.6514936616,160.807816056,153.1700396048,114.8144190645,138.795207802,92.9130714152,124.1602439214,79.8870238609,109.3466962288,119.4998874141,144.2461434288,172.2983570248,73.6606986002,109.3063287467,93.1304240043,192.7830178968,113.4038530281,110.9197764079,169.8387417033,131.7721436535,80.4284667347,157.8170459889,102.4538904318,153.3266667272,141.1443211645,128.2198484056,194.4279050698,157.3319892265
7.053E-07,140.8111907556,181.4201409207,98.5589037877,147.6388952031,162.1443636293,126.2088645524,150.1959499514,111.7768155318,114.4658103804,72.9642957161,115.2636122296,131.2008330349,141.554055994,165.5568438958,73.9942923873,110.0259374992,93.2726146961,196.06525792,121.4040064584,100.1688999514,163.4712612113,137.738274784,57.8191601412,156.9155667555,119.0023829441,128.9867119054,137.8081716412,127.6170997055,197.0747658686,160.9618486355
7.054E-07,144.2611819713,178.0493711594,90.8720442579,147.65224912,164.6997491351,131.9802586445,137.8992073697,109.6053653554,116.5370356361,75.580664568,117.6583009001,119.4742984052,148.5846249904,168.9097255479,72.5898189404,107.1830794567,92.5451367629,189.9831164753,125.2772236816,98.93247711,167.7542723129,133.0554241193,72.0976731128,162.2096849413,111.1634302018,131.7129875675,145.5272552236,120.3824944412,204.9554797527,157.0543952413
7.055E-07,154.4060888154,172.6911039126,90.4553889675,148.9825575304,158.0599454334,113.9098366874,150.8523485663,111.3554712623,110.0336159652,85.8081991582,128.792403281,122.5479998908,140.635068929,178.4316870711,68.6313045964,123.7490068842,82.5354757282,201.4945175585,126.5592393105,105.4744536342,165.0008456547,125.191322213,71.8631035192,158.9522423346,98.4886452644,148.0535079121,135.2174936647,135.5216720051,199.6304705034,156.6454560867
7.056E-07,144.9184809908,178.346961095,91.1879208066,155.8036573838,157.5688800942,128.317780068,149.4431877855,117.5001265167,109.4383879038,87.5193292767,117.4373014898,137.1353164494,149.425721341,167.1220925787,73.6351434033,124.5302389209,86.9750926156,190.6982650008,112.4349334314,93.0420139592,155.8989718568,125.181140858,63.8929945357,172.4697990836,110.1213986095,137.8655939106,130.0893819442,124.6460699248,200.5917937599,159.0811324206
7.057E-07,138.7627784734,185.1341221613,97.1310950568,158.9334528018,161.7730597882,135.9103990115,145.3971260633,99.1326177919,124.5907041766,77.5579148903,106.0288335945,129.8267354797,146.2437901388,168.5758846016,66.9356486198,123.7016036753,102.2925153991,199.4207025308,113.906785427,100.1560552089,161.8099092409,137.7983888467,61.4702590495,170.7910225101,102.890373788,135.973189585,142.4026547117,123.7251263282,187.4724325629,158.6196074477
7.058E-07,141.2611531575,176.2001218482,109.2023493486,152.5241335198,166.7636819061,125.9836951824,151.0563507172,109.141374498,128.3515956335,71.2986758115,116.5372081248,117.3903274698,137.7154957745,156.7561258635,77.6589540878,108.9837674223,89.9200351786,197.9198263268,121.9996527859,109.1263216129,168.1332625207,128.0550256153,56.1915039225,160.7191767768,108.9739390211,135.5430684846,126.3302598884,126.4854654696,193.8811007254,175.044598552
7.059E-07,141.6419496687,180.8175055691,109.2523983523,148.3679447517,158.6330172814,123.3351943893,142.3043025721,105.6064497343,123.3248412565,77.3879878325,104.1351185403,123.4242631175,143.3028292808,165.4149297939,65.5311248867,110.0746463119,90.2773511449,187.9220038098,115.0339687357,93.7842333841,161.453508867,113.1838695246,81.916163404,171.2143350763,113.1553076273,133.7414256653,139.1775240165,137.7887375934,185.6765434289,156.1953466024
0.000000706,146.2590369087,176.5282159712,93.4652975277,153.7260899384,155.342737925,119.8563195944,153.1351888785,106.1272745401,119.1442270264,88.3026093075,113.6365662912,131.8512698209,147.8599132464,153.1287669316,66.2515521857,121.1902495904,108.4109550345,195.3542601381,127.1993209286,92.0891978878,174.1460667207,117.803556787,77.6742251558,167.5360349739,104.6473935766,130.0504128614,134.9258307294,128.4740625291,193.3621085288,154.1087369616
7.061E-07,150.9047359072,185.2891825511,99.3616427675,151.3023103761,174.4843200079,131.9550558951,148.5414432819,113.3593056805,120.1483330819,91.4478591906,117.2977156761,123.4651172076,142.4879399877,161.4388613091,57.8970116424,112.8333283967,85.4015198551,196.9322022405,110.2260567056,97.513783994,154.3339472417,126.1524899355,62.6724472694,170.5949043095,101.8993184849,133.4464984001,142.8569369158,133.3317407275,197.0776864315,161.4756504861
7.062E-07,140.801247543,183.5502387693,95.1244702455,153.6295765276,152.3425903104,131.6038984402,140.9669688273,94.8509552071,128.4813469484,87.3033513926,125.8958430061,128.1051200961,145.8676267635,155.8553486335,70.3014778704,114.147962949,89.4881011647,196.0817851432,124.934101261,105.4554865305,162.9642138568,116.1312052019,68.330999158,168.900026464,112.5459572491,141.1755690426,134.0373161217,124.3410212778,192.654794768,157.2171639526
7.063E-07,147.7534688572,179.412862375,99.3220582508,155.2197567919,168.7995913399,120.6704651105,135.8538898599,106.6899329518,128.2146563298,87.9769333754,115.4222786159,123.2188764905,146.0905738311,161.7271761171,70.9223901118,119.2226685462,94.9620861484,198.9823207047,132.6969809946,96.893778783,158.8459405531,136.1403014932,63.4825312006,158.2370896693,115.2503250236,137.0142784473,132.4997153644,128.7088329245,196.9725552906,153.0717332751
7.064E-07,149.5934983172,175.7503388331,93.78453992,143.5715883524,161.0058613414,118.5954868055,139.2127865624,105.5859650524,122.4523139085,87.1163973127,120.3054398139,133.5624803054,132.8538292816,154.8067781192,68.4851306126,116.1054446231,95.8372662289,197.9093844283,124.5084509057,104.0924579805,176.7077832232,134.564604409,57.9320036908,157.7536859347,103.2887122901,134.4521543996,131.9610158906,138.2210400894,194.1972303419,167.1354098189
7.065E-07,153.0598367849,176.4396827637,103.9434587092,143.0212313403,165.5366919766,130.5000684442,143.9861535616,111.3740644061,109.9804539179,88.0380247804,121.0955861385,124.4747168408,142.4955187861,163.6426001895,58.6101757145,123.3676451595,88.0441727164,205.0831732963,117.5054733402,102.6654037232,164.9241539762,126.5217804591,88.0005328909,160.0254576347,102.0892378707,130.1027737771,130.185259573,118.1592409419,205.3261816869,167.4589178204
7.066E-07,140.076735236,179.2127155797,106.5853736104,154.5708091714,159.7717248946,121.0749051885,146.4729489275,118.2087900898,123.7950296898,84.0283043317,128.6712337766,124.8618558649,142.1067260891,162.4693103612,67.7531223031,108.7119630713,101.8692854752,199.5889133127,116.0796138617,101.4755966873,162.2333049626,124.9235110809,67.466075429,171.6431344535,117.7038310352,132.0456511126,134.6590765527,131.6028180722,195.4305073903,163.3809781427
7.067E-07,149.9457027892,185.5799116504,90.5943505384,152.9046640121,164.6362972173,129.1012237443,133.8166562286,113.2631408698,121.6509560983,86.2235594614,111.1566364641,113.6287636046,156.3062307811,162.5117620388,70.565792514,115.0622174156,94.0403861032,202.5259870077,127.6444364158,93.7759277191,169.7888078908,133.1932626702,66.1287028397,155.2411154729,107.9411069566,135.3845441071,139.481241272,120.8100159667,196.0030300129,160.7443795477
7.068E-07,147.4410041614,182.3851092701,98.7415847807,151.8012447534,158.7848396966,137.7123383287,160.8045794458,117.8861077689,132.2870488411,80.8519408288,111.4194753959,133.5718653182,154.1335742318,148.9135508718,69.2429108679,111.3615529427,94.1851689724,200.5847355244,104.3560543554,107.951072505,168.7043332789,128.4662533106,69.1281238349,174.974439229,91.8406311039,136.9726356906,129.2072230663,125.6833577498,191.6620275884,167.4078696568
7.069E-07,150.5720692982,189.3406204864,80.4433689118,150.1426515236,160.8554576637,119.9356551495,144.4032462404,101.6381695226,114.9897024502,79.104801388,124.6948757708,119.3989979928,148.1951220663,155.8776305548,65.605039634,120.2084406921,88.1970867165,207.3605796519,122.4584983432,96.8805418717,169.9975600747,126.7537060933,69.0062089152,165.4321570802,99.1861359233,137.1409784391,138.3148054307,126.3184483542,195.6179965792,167.0215979163
0.000000707,144.0805592031,184.205756989,91.9767294025,149.3590799951,156.237831635,123.2313879055,138.0113657804,103.4143998289,126.7071589548,78.2549129997,107.870529983,122.7540319182,148.1458367673,153.6276095069,69.4054204079,130.0990713285,94.4729802309,192.9101044031,115.7633341212,93.513474092,175.8600611734,116.2543674976,61.1236142452,161.9755629433,108.5068932008,137.3317329913,145.3602714889,121.8955176138,199.9784083898,168.1820241651
7.071E-07,139.4312805951,175.9554453237,93.0243514363,142.9867243631,166.0217567901,123.0890599025,128.2353399422,104.6622180875,121.6572684144,82.1531023901,118.924711411,123.2644709191,143.8321636374,159.3091419449,73.6077957337,119.155451369,91.4335836377,206.5241179144,119.9817456554,105.7840105166,159.6740506121,121.0097102317,69.7599591892,170.2519889377,110.2520099757,131.0294573703,138.1474069723,125.2323588088,199.7086367193,170.4201959746
7.072E-07,140.506128825,180.6758679606,86.3891491576,146.7660990574,156.8034941656,128.6694841932,145.0038954367,115.5870005632,124.1786926613,81.9343858617,113.2999449974,117.9668927792,136.122568358,153.1630595652,56.1766474178,120.6737428942,92.5609090923,190.46873813,110.8220953945,102.6689145538,166.8374738081,114.581898417,75.9587517985,153.052610096,95.9825656503,138.8932554385,130.0753796359,125.5234111331,204.504959224,160.0992246284
7.073E-07,156.4048682526,174.2819018637,97.5825411884,150.0600993439,165.4158171879,128.6506262944,148.7467198777,108.1265795402,125.3160052486,77.6047565192,119.7256316656,113.6717227788,142.5071730954,157.8576310495,69.6446714694,110.7524424379,91.231820142,200.7674541123,113.3715024612,98.5036325,167.2199233795,128.092478427,59.8393526087,164.8501643698,115.3113984329,143.3391798362,134.0110897132,122.7339670201,198.6031253726,158.8959417953
7.074E-07,154.8683393304,184.4139346766,83.2237334675,156.2619611762,163.2349463996,132.0057425535,135.8822612188,107.4606362845,119.7185953103,79.072613572,103.323930174,129.3220831451,146.0766205272,163.1196657243,72.4469215169,118.5613510361,89.2460162863,199.8124502644,114.4833333592,90.759956454,171.3028537409,129.8521719571,65.3941864513,152.9215913389,105.4175898525,127.7250449642,136.3757146101,126.3650105598,195.9777905118,158.5776072461
7.075E-07,156.7264838891,190.2841163017,95.6139806696,156.8145911121,163.2312025528,123.0344207837,142.02994424,107.4764011646,123.9267870994,79.1427224687,112.5215284843,116.7961375986,157.5266288811,168.2355453659,66.1224717703,124.5713242706,94.7189201552,202.4807776849,120.866769498,104.7841097252,176.3018903468,124.0790264068,71.8531420074,166.485486551,114.7143610848,142.6599333408,131.7646356863,126.2460277641,195.194533744,155.2139855946
7.076E-07,151.8437406341,182.7365032896,86.6356499125,158.312340219,158.7842322589,128.6593719461,144.7664336478,100.2153348006,120.3393375942,71.3552468216,113.7658847041,124.9641382609,154.513761379,149.8995886669,73.138081285,123.8343953559,93.8016990741,195.0245670914,113.9653613387,105.491703979,163.6427893926,123.3581390508,64.5802147583,163.002019133,115.0090437795,138.5567227475,133.8640058941,122.3415718029,190.7717403538,155.100192987
